time,open,high,low,close,Average True Range,Tick value,Tick size,AUDUSD FX
2012-08-23,97.452,97.552,97.412,97.552,0.136,15,0.005,1.0441
2012-08-24,97.542,97.582,97.512,97.572,0.1275,15,0.005,1.0403
2012-08-27,97.582,97.622,97.522,97.602,0.1195,15,0.005,1.0369
2012-08-28,97.602,97.642,97.572,97.612,0.117,15,0.005,1.0377
2012-08-29,97.602,97.632,97.582,97.622,0.114,15,0.005,1.0352
2012-08-30,97.622,97.732,97.592,97.712,0.114,15,0.005,1.0289
2012-08-31,97.712,97.782,97.692,97.762,0.108,15,0.005,1.0322
2012-09-03,97.752,97.862,97.702,97.812,0.106,15,0.005,1.0246
2012-09-04,97.812,97.882,97.782,97.802,0.105,15,0.005,1.0225
2012-09-05,97.792,97.882,97.762,97.862,0.105,15,0.005,1.0193
2012-09-06,97.852,97.922,97.772,97.792,0.106,15,0.005,1.0284
2012-09-07,97.782,97.792,97.652,97.672,0.105,15,0.005,1.0385
2012-09-10,97.662,97.762,97.602,97.752,0.109,15,0.005,1.0335
2012-09-11,97.742,97.757,97.692,97.747,0.10875,15,0.005,1.0434
2012-09-12,97.712,97.732,97.612,97.632,0.1105,15,0.005,1.0466
2012-09-13,97.632,97.642,97.537,97.602,0.10975,15,0.005,1.0547
2012-09-14,97.607,97.647,97.492,97.522,0.1135,15,0.005,1.0551
2012-09-17,97.512,97.517,97.372,97.402,0.1175,15,0.005,1.0476
2012-09-18,97.412,97.532,97.392,97.532,0.12,15,0.005,1.0457
2012-09-19,97.522,97.592,97.482,97.512,0.1175,15,0.005,1.048
2012-09-20,97.512,97.632,97.492,97.632,0.1175,15,0.005,1.0436
2012-09-21,97.642,97.672,97.502,97.542,0.1225,15,0.005,1.0458
2012-09-24,97.532,97.612,97.492,97.602,0.1235,15,0.005,1.0425
2012-09-25,97.582,97.652,97.582,97.652,0.1235,15,0.005,1.039
2012-09-26,97.652,97.752,97.592,97.742,0.129,15,0.005,1.0371
2012-09-27,97.732,97.832,97.732,97.782,0.127,15,0.005,1.0442
2012-09-28,97.782,97.792,97.712,97.782,0.1265,15,0.005,1.0378
2012-10-01,97.782,97.822,97.712,97.802,0.124,15,0.005,1.0361
2012-10-02,97.792,97.872,97.732,97.832,0.126,15,0.005,1.0267
2012-10-03,97.832,97.882,97.772,97.872,0.1255,15,0.005,1.0216
2012-10-04,97.862,97.872,97.782,97.812,0.1225,15,0.005,1.0241
2012-10-05,97.802,97.812,97.722,97.762,0.12,15,0.005,1.0187
2012-10-08,97.762,97.782,97.712,97.772,0.1155,15,0.005,1.019
2012-10-09,97.782,97.812,97.742,97.782,0.11575,15,0.005,1.0205
2012-10-10,97.772,97.832,97.732,97.762,0.114,15,0.005,1.0234
2012-10-11,97.742,97.822,97.712,97.782,0.11425,15,0.005,1.0264
2012-10-12,97.782,97.792,97.732,97.762,0.1095,15,0.005,1.0233
2012-10-15,97.752,97.812,97.732,97.792,0.106,15,0.005,1.0253
2012-10-16,97.792,97.832,97.752,97.772,0.103,15,0.005,1.0275
2012-10-17,97.762,97.772,97.652,97.682,0.1035,15,0.005,1.0383
2012-10-18,97.682,97.682,97.562,97.592,0.1025,15,0.005,1.0366
2012-10-19,97.572,97.642,97.572,97.622,0.0975,15,0.005,1.0331
2012-10-22,97.622,97.712,97.612,97.672,0.0965,15,0.005,1.032
2012-10-23,97.662,97.672,97.582,97.612,0.0975,15,0.005,1.0265
2012-10-24,97.602,97.692,97.522,97.562,0.098,15,0.005,1.0356
2012-10-25,97.562,97.602,97.482,97.502,0.099,15,0.005,1.0347
2012-10-26,97.492,97.542,97.442,97.542,0.1,15,0.005,1.0373
2012-10-29,97.542,97.602,97.512,97.582,0.099,15,0.005,1.0332
2012-10-30,97.572,97.642,97.552,97.622,0.0965,15,0.005,1.0365
2012-10-31,97.622,97.642,97.572,97.602,0.0945,15,0.005,1.0376
2012-11-01,97.592,97.612,97.552,97.612,0.093,15,0.005,1.0401
2012-11-02,97.612,97.612,97.532,97.552,0.0925,15,0.005,1.0337
2012-11-05,97.552,97.562,97.472,97.552,0.0935,15,0.005,1.0365
2012-11-06,97.542,97.622,97.462,97.482,0.098,15,0.005,1.0435
2012-11-07,97.472,97.502,97.412,97.482,0.0975,15,0.005,1.0408
2012-11-08,97.472,97.572,97.442,97.522,0.0985,15,0.005,1.0405
2012-11-09,97.522,97.592,97.502,97.562,0.1,15,0.005,1.0387
2012-11-12,97.562,97.652,97.552,97.592,0.101,15,0.005,1.0428
2012-11-13,97.582,97.632,97.552,97.622,0.101,15,0.005,1.0435
2012-11-14,97.622,97.642,97.582,97.602,0.098,15,0.005,1.0376
2012-11-15,97.592,97.662,97.562,97.662,0.097,15,0.005,1.0332
2012-11-16,97.652,97.672,97.612,97.652,0.0965,15,0.005,1.0339
2012-11-19,97.642,97.682,97.572,97.592,0.097,15,0.005,1.0412
2012-11-20,97.592,97.592,97.522,97.542,0.096,15,0.005,1.0389
2012-11-21,97.532,97.562,97.472,97.512,0.092,15,0.005,1.0369
2012-11-22,97.502,97.512,97.432,97.452,0.09,15,0.005,1.039
2012-11-23,97.442,97.452,97.392,97.402,0.088,15,0.005,1.0461
2012-11-26,97.392,97.442,97.372,97.422,0.087,15,0.005,1.0465
2012-11-27,97.412,97.482,97.392,97.402,0.087,15,0.005,1.0446
2012-11-28,97.392,97.472,97.382,97.472,0.088,15,0.005,1.0476
2012-11-29,97.462,97.522,97.432,97.462,0.0895,15,0.005,1.0435
2012-11-30,97.452,97.552,97.452,97.522,0.0905,15,0.005,1.0428
2012-12-03,97.522,97.582,97.502,97.562,0.09,15,0.005,1.0421
2012-12-04,97.562,97.572,97.482,97.522,0.0865,15,0.005,1.0472
2012-12-05,97.522,97.552,97.492,97.512,0.085,15,0.005,1.0456
2012-12-06,97.512,97.562,97.472,97.532,0.083,15,0.005,1.0486
2012-12-07,97.532,97.552,97.502,97.532,0.081,15,0.005,1.0488
2012-12-10,97.532,97.542,97.452,97.502,0.0805,15,0.005,1.0488
2012-12-11,97.497,97.532,97.482,97.527,0.079,15,0.005,1.0528
2012-12-12,97.522,97.527,97.447,97.452,0.08,15,0.005,1.0555
2012-12-13,97.447,97.457,97.382,97.392,0.07875,15,0.005,1.0528
2012-12-14,97.392,97.432,97.292,97.312,0.08275,15,0.005,1.0566
2012-12-17,97.317,97.382,97.277,97.347,0.0825,15,0.005,1.0552
2012-12-18,97.342,97.392,97.302,97.332,0.0835,15,0.005,1.0535
2012-12-19,97.332,97.372,97.302,97.332,0.0825,15,0.005,1.0481
2012-12-20,97.322,97.392,97.302,97.362,0.083,15,0.005,1.0483
2012-12-21,97.362,97.422,97.322,97.392,0.085,15,0.005,1.0396
2012-12-24,97.392,97.412,97.362,97.382,0.084,15,0.005,1.036
2012-12-27,97.392,97.412,97.352,97.382,0.0825,15,0.005,1.0377
2012-12-28,97.382,97.432,97.362,97.402,0.0815,15,0.005,1.0373
2012-12-31,97.402,97.482,97.382,97.442,0.082,15,0.005,1.0394
2013-01-02,97.392,97.422,97.302,97.312,0.084,15,0.005,1.0504
2013-01-03,97.312,97.352,97.272,97.352,0.084,15,0.005,1.0466
2013-01-04,97.352,97.352,97.242,97.272,0.085,15,0.005,1.048
2013-01-07,97.262,97.302,97.202,97.292,0.087,15,0.005,1.0503
2013-01-08,97.292,97.312,97.262,97.292,0.085,15,0.005,1.0504
2013-01-09,97.292,97.352,97.282,97.332,0.086,15,0.005,1.0514
2013-01-10,97.322,97.352,97.262,97.282,0.086,15,0.005,1.0598
2013-01-11,97.272,97.282,97.212,97.252,0.087,15,0.005,1.0535
2013-01-14,97.252,97.292,97.222,97.272,0.0865,15,0.005,1.0567
2013-01-15,97.272,97.312,97.262,97.302,0.08525,15,0.005,1.0565
2013-01-16,97.302,97.352,97.282,97.352,0.08175,15,0.005,1.0572
2013-01-17,97.352,97.422,97.332,97.422,0.081,15,0.005,1.0546
2013-01-18,97.402,97.422,97.302,97.312,0.0825,15,0.005,1.051
2013-01-21,97.302,97.382,97.282,97.352,0.084,15,0.005,1.0517
2013-01-22,97.352,97.372,97.312,97.342,0.0825,15,0.005,1.0566
2013-01-23,97.332,97.402,97.312,97.402,0.082,15,0.005,1.0555
2013-01-24,97.402,97.452,97.382,97.442,0.083,15,0.005,1.0451
2013-01-25,97.432,97.452,97.392,97.412,0.083,15,0.005,1.0424
2013-01-28,97.392,97.412,97.312,97.322,0.0845,15,0.005,1.0418
2013-01-29,97.312,97.342,97.232,97.252,0.085,15,0.005,1.0475
2013-01-30,97.242,97.302,97.212,97.242,0.0825,15,0.005,1.0418
2013-01-31,97.242,97.302,97.222,97.302,0.0825,15,0.005,1.0425
2013-02-01,97.292,97.312,97.232,97.242,0.081,15,0.005,1.0407
2013-02-04,97.232,97.302,97.142,97.172,0.084,15,0.005,1.0438
2013-02-05,97.162,97.262,97.152,97.262,0.087,15,0.005,1.039
2013-02-06,97.252,97.282,97.202,97.272,0.0875,15,0.005,1.032
2013-02-07,97.272,97.322,97.252,97.312,0.0865,15,0.005,1.0282
2013-02-08,97.312,97.352,97.262,97.292,0.0875,15,0.005,1.0319
2013-02-11,97.292,97.342,97.262,97.342,0.088,15,0.005,1.0256
2013-02-12,97.342,97.362,97.292,97.332,0.089,15,0.005,1.0305
2013-02-13,97.322,97.332,97.252,97.272,0.0895,15,0.005,1.0371
2013-02-14,97.272,97.272,97.182,97.202,0.0895,15,0.005,1.0359
2013-02-15,97.192,97.262,97.192,97.252,0.087,15,0.005,1.0305
2013-02-18,97.242,97.272,97.182,97.212,0.0865,15,0.005,1.0306
2013-02-19,97.212,97.222,97.172,97.212,0.086,15,0.005,1.0356
2013-02-20,97.212,97.242,97.162,97.202,0.0855,15,0.005,1.0256
2013-02-21,97.202,97.262,97.172,97.252,0.0865,15,0.005,1.0245
2013-02-22,97.252,97.302,97.212,97.222,0.088,15,0.005,1.032
2013-02-25,97.212,97.262,97.202,97.252,0.086,15,0.005,1.0258
2013-02-26,97.232,97.382,97.192,97.372,0.09,15,0.005,1.0229
2013-02-27,97.362,97.412,97.352,97.412,0.0885,15,0.005,1.0234
2013-02-28,97.412,97.442,97.352,97.372,0.089,15,0.005,1.0215
2013-03-01,97.362,97.402,97.332,97.382,0.0885,15,0.005,1.0203
2013-03-04,97.372,97.432,97.362,97.422,0.084,15,0.005,1.0196
2013-03-05,97.412,97.432,97.322,97.342,0.084,15,0.005,1.0258
2013-03-06,97.332,97.332,97.252,97.282,0.0845,15,0.005,1.0233
2013-03-07,97.272,97.292,97.242,97.252,0.0835,15,0.005,1.0268
2013-03-08,97.242,97.262,97.162,97.182,0.084,15,0.005,1.0236
2013-03-11,97.182,97.192,97.097,97.137,0.08475,15,0.005,1.0281
2013-03-12,97.137,97.162,97.067,97.097,0.086,15,0.005,1.0324
2013-03-13,97.097,97.157,97.097,97.122,0.085,15,0.005,1.0298
2013-03-14,97.122,97.137,96.907,96.942,0.092,15,0.005,1.0384
2013-03-15,96.947,97.002,96.927,96.977,0.09225,15,0.005,1.0409
2013-03-18,96.967,97.167,96.967,97.157,0.09775,15,0.005,1.0402
2013-03-19,97.147,97.157,97.047,97.077,0.10075,15,0.005,1.037
2013-03-20,97.087,97.177,97.047,97.137,0.10325,15,0.005,1.0379
2013-03-21,97.137,97.137,97.027,97.057,0.10425,15,0.005,1.044
2013-03-22,97.057,97.127,97.047,97.097,0.10375,15,0.005,1.0444
2013-03-25,97.097,97.107,96.997,97.017,0.10625,15,0.005,1.0466
2013-03-26,97.017,97.097,97.007,97.057,0.10125,15,0.005,1.0485
2013-03-27,97.057,97.137,97.037,97.127,0.10325,15,0.005,1.0444
2013-03-28,97.127,97.257,97.107,97.237,0.10625,15,0.005,1.0411
2013-04-02,97.227,97.257,97.177,97.217,0.10675,15,0.005,1.045
2013-04-03,97.207,97.217,97.147,97.177,0.10675,15,0.005,1.0461
2013-04-04,97.167,97.267,97.157,97.217,0.10675,15,0.005,1.0437
2013-04-05,97.207,97.297,97.177,97.267,0.10825,15,0.005,1.0383
2013-04-08,97.257,97.367,97.247,97.327,0.11175,15,0.005,1.0413
2013-04-09,97.317,97.327,97.257,97.317,0.11025,15,0.005,1.0489
2013-04-10,97.317,97.357,97.267,97.297,0.11,15,0.005,1.0543
2013-04-11,97.297,97.337,97.227,97.317,0.11075,15,0.005,1.0545
2013-04-12,97.317,97.337,97.277,97.317,0.11075,15,0.005,1.0508
2013-04-15,97.317,97.427,97.317,97.397,0.10475,15,0.005,1.0313
2013-04-16,97.387,97.467,97.377,97.397,0.1055,15,0.005,1.039
2013-04-17,97.387,97.397,97.347,97.367,0.098,15,0.005,1.0297
2013-04-18,97.347,97.457,97.337,97.427,0.0985,15,0.005,1.0301
2013-04-19,97.417,97.467,97.407,97.427,0.095,15,0.005,1.0277
2013-04-22,97.427,97.427,97.387,97.407,0.0915,15,0.005,1.0275
2013-04-23,97.397,97.497,97.387,97.477,0.093,15,0.005,1.0258
2013-04-24,97.467,97.537,97.437,97.517,0.0925,15,0.005,1.0279
2013-04-25,97.507,97.517,97.457,97.477,0.091,15,0.005,1.0292
2013-04-26,97.477,97.517,97.437,97.517,0.09,15,0.005,1.0276
2013-04-29,97.507,97.567,97.497,97.537,0.086,15,0.005,1.0351
2013-04-30,97.527,97.567,97.517,97.547,0.0845,15,0.005,1.0371
2013-05-01,97.547,97.587,97.517,97.537,0.0845,15,0.005,1.0279
2013-05-02,97.527,97.617,97.507,97.597,0.0845,15,0.005,1.0248
2013-05-03,97.587,97.607,97.557,97.597,0.081,15,0.005,1.0319
2013-05-06,97.587,97.597,97.507,97.537,0.0795,15,0.005,1.0254
2013-05-07,97.527,97.647,97.517,97.617,0.0825,15,0.005,1.0185
2013-05-08,97.617,97.627,97.567,97.597,0.081,15,0.005,1.017
2013-05-09,97.587,97.617,97.507,97.537,0.081,15,0.005,1.0092
2013-05-10,97.537,97.567,97.457,97.467,0.0835,15,0.005,1.0025
2013-05-13,97.467,97.517,97.407,97.507,0.0835,15,0.005,0.9952
2013-05-14,97.507,97.547,97.497,97.527,0.0815,15,0.005,0.9889
2013-05-15,97.517,97.547,97.457,97.507,0.0835,15,0.005,0.9898
2013-05-16,97.517,97.547,97.487,97.547,0.0805,15,0.005,0.9808
2013-05-17,97.537,97.607,97.517,97.597,0.082,15,0.005,0.973
2013-05-20,97.597,97.617,97.537,97.567,0.084,15,0.005,0.9808
2013-05-21,97.567,97.597,97.517,97.527,0.0825,15,0.005,0.9803
2013-05-22,97.517,97.537,97.457,97.517,0.0815,15,0.005,0.9699
2013-05-23,97.507,97.547,97.407,97.507,0.0855,15,0.005,0.975
2013-05-24,97.497,97.527,97.457,97.497,0.085,15,0.005,0.9652
2013-05-27,97.477,97.537,97.457,97.527,0.0855,15,0.005,0.9634
2013-05-28,97.517,97.527,97.467,97.487,0.086,15,0.005,0.9616
2013-05-29,97.477,97.497,97.397,97.427,0.0875,15,0.005,0.9634
2013-05-30,97.437,97.527,97.427,97.477,0.087,15,0.005,0.9662
2013-05-31,97.467,97.507,97.447,97.497,0.0875,15,0.005,0.9571
2013-06-03,97.497,97.517,97.427,97.467,0.0875,15,0.005,0.9771
2013-06-04,97.447,97.527,97.417,97.437,0.0865,15,0.005,0.965
2013-06-05,97.427,97.487,97.407,97.487,0.0875,15,0.005,0.9542
2013-06-06,97.477,97.567,97.467,97.557,0.087,15,0.005,0.9597
2013-06-07,97.547,97.657,97.527,97.627,0.088,15,0.005,0.9497
2013-06-10,97.627,97.657,97.557,97.567,0.0875,15,0.005,0.9464
2013-06-11,97.577,97.597,97.517,97.532,0.089,15,0.005,0.9427
2013-06-12,97.527,97.537,97.442,97.477,0.08925,15,0.005,0.9484
2013-06-13,97.462,97.527,97.432,97.522,0.091,15,0.005,0.9639
2013-06-14,97.517,97.547,97.487,97.522,0.0895,15,0.005,0.957
2013-06-17,97.522,97.542,97.472,97.482,0.089,15,0.005,0.9543
2013-06-18,97.482,97.502,97.452,97.492,0.0875,15,0.005,0.9485
2013-06-19,97.492,97.492,97.452,97.472,0.0855,15,0.005,0.9295
2013-06-20,97.462,97.482,97.282,97.312,0.0885,15,0.005,0.9197
2013-06-21,97.302,97.312,97.162,97.202,0.0925,15,0.005,0.9219
2013-06-24,97.192,97.232,96.982,96.992,0.101,15,0.005,0.9249
2013-06-25,97.002,97.152,96.902,97.142,0.1105,15,0.005,0.926
2013-06-26,97.132,97.172,97.062,97.122,0.111,15,0.005,0.9277
2013-06-27,97.132,97.232,97.122,97.192,0.1115,15,0.005,0.9275
2013-06-28,97.182,97.282,97.182,97.262,0.1135,15,0.005,0.9138
2013-07-01,97.262,97.282,97.192,97.202,0.1135,15,0.005,0.9238
2013-07-02,97.192,97.252,97.172,97.242,0.112,15,0.005,0.9147
2013-07-03,97.232,97.292,97.192,97.292,0.113,15,0.005,0.9087
2013-07-04,97.302,97.362,97.202,97.222,0.116,15,0.005,0.9147
2013-07-05,97.222,97.242,97.162,97.182,0.1135,15,0.005,0.9067
2013-07-08,97.172,97.182,97.022,97.152,0.1165,15,0.005,0.9134
2013-07-09,97.132,97.252,97.122,97.212,0.119,15,0.005,0.9176
2013-07-10,97.212,97.272,97.202,97.272,0.11775,15,0.005,0.9172
2013-07-11,97.262,97.362,97.232,97.342,0.1195,15,0.005,0.9188
2013-07-12,97.322,97.342,97.292,97.342,0.119,15,0.005,0.9049
2013-07-15,97.342,97.392,97.312,97.362,0.1195,15,0.005,0.9098
2013-07-16,97.352,97.412,97.262,97.302,0.1245,15,0.005,0.9253
2013-07-17,97.292,97.332,97.262,97.292,0.126,15,0.005,0.9237
2013-07-18,97.292,97.362,97.272,97.342,0.1205,15,0.005,0.917
2013-07-19,97.332,97.362,97.302,97.352,0.116,15,0.005,0.9172
2013-07-22,97.352,97.422,97.332,97.412,0.108,15,0.005,0.9249
2013-07-23,97.412,97.432,97.392,97.412,0.0975,15,0.005,0.9296
2013-07-24,97.402,97.452,97.332,97.382,0.098,15,0.005,0.9163
2013-07-25,97.362,97.382,97.322,97.332,0.0955,15,0.005,0.9246
2013-07-26,97.332,97.362,97.302,97.342,0.0935,15,0.005,0.9259
2013-07-29,97.332,97.392,97.322,97.392,0.0925,15,0.005,0.9206
2013-07-30,97.382,97.462,97.352,97.462,0.094,15,0.005,0.9062
2013-07-31,97.462,97.482,97.422,97.462,0.092,15,0.005,0.8982
2013-08-01,97.442,97.512,97.382,97.492,0.0905,15,0.005,0.8925
2013-08-02,97.492,97.492,97.412,97.422,0.0905,15,0.005,0.8905
2013-08-05,97.412,97.612,97.412,97.572,0.0925,15,0.005,0.8929
2013-08-06,97.572,97.582,97.462,97.482,0.092,15,0.005,0.8985
2013-08-07,97.472,97.522,97.462,97.522,0.0915,15,0.005,0.9
2013-08-08,97.522,97.552,97.482,97.512,0.0885,15,0.005,0.9105
2013-08-09,97.512,97.532,97.442,97.472,0.0905,15,0.005,0.9206
2013-08-12,97.472,97.492,97.452,97.462,0.0885,15,0.005,0.9148
2013-08-13,97.452,97.472,97.402,97.422,0.0845,15,0.005,0.9114
2013-08-14,97.412,97.412,97.332,97.352,0.0855,15,0.005,0.9122
2013-08-15,97.342,97.362,97.282,97.312,0.085,15,0.005,0.9142
2013-08-16,97.312,97.322,97.232,97.252,0.0865,15,0.005,0.9185
2013-08-19,97.252,97.272,97.192,97.212,0.086,15,0.005,0.9109
2013-08-20,97.212,97.272,97.172,97.262,0.089,15,0.005,0.9071
2013-08-21,97.262,97.302,97.242,97.262,0.086,15,0.005,0.8969
2013-08-22,97.262,97.272,97.112,97.172,0.091,15,0.005,0.9008
2013-08-23,97.172,97.192,97.162,97.192,0.0895,15,0.005,0.903
2013-08-26,97.182,97.262,97.162,97.202,0.091,15,0.005,0.903
2013-08-27,97.192,97.262,97.182,97.262,0.0895,15,0.005,0.8985
2013-08-28,97.252,97.322,97.242,97.282,0.0905,15,0.005,0.8941
2013-08-29,97.272,97.302,97.242,97.272,0.087,15,0.005,0.893
2013-08-30,97.252,97.292,97.212,97.292,0.087,15,0.005,0.8901
2013-09-02,97.282,97.312,97.222,97.232,0.0815,15,0.005,0.8978
2013-09-03,97.222,97.242,97.142,97.172,0.0805,15,0.005,0.9063
2013-09-04,97.152,97.192,97.072,97.102,0.0835,15,0.005,0.9173
2013-09-05,97.102,97.112,97.032,97.062,0.084,15,0.005,0.9122
2013-09-06,97.052,97.062,96.982,97.022,0.0835,15,0.005,0.9185
2013-09-09,97.022,97.122,97.012,97.082,0.087,15,0.005,0.9228
2013-09-10,97.092,97.117,96.992,97.002,0.08975,15,0.005,0.9312
2013-09-11,96.992,97.002,96.942,96.997,0.08825,15,0.005,0.9329
2013-09-12,97.002,97.122,96.987,97.112,0.091,15,0.005,0.9272
2013-09-13,97.112,97.127,97.027,97.062,0.0915,15,0.005,0.9245
2013-09-16,97.052,97.197,97.052,97.137,0.09475,15,0.005,0.9318
2013-09-17,97.117,97.167,97.047,97.087,0.09575,15,0.005,0.9356
2013-09-18,97.087,97.097,97.037,97.077,0.09575,15,0.005,0.952
2013-09-19,97.067,97.257,96.997,97.237,0.10075,15,0.005,0.9438
2013-09-20,97.217,97.237,97.137,97.197,0.10425,15,0.005,0.9394
2013-09-23,97.207,97.207,97.147,97.177,0.10225,15,0.005,0.9431
2013-09-24,97.167,97.247,97.147,97.237,0.10325,15,0.005,0.9391
2013-09-25,97.227,97.287,97.217,97.277,0.10275,15,0.005,0.9368
2013-09-26,97.257,97.317,97.257,97.267,0.10275,15,0.005,0.9363
2013-09-27,97.267,97.287,97.247,97.277,0.10075,15,0.005,0.9317
2013-09-30,97.267,97.367,97.267,97.327,0.10125,15,0.005,0.9317
2013-10-01,97.317,97.337,97.247,97.257,0.10075,15,0.005,0.9398
2013-10-02,97.257,97.267,97.197,97.247,0.09825,15,0.005,0.9385
2013-10-03,97.257,97.287,97.217,97.247,0.09775,15,0.005,0.9394
2013-10-04,97.237,97.257,97.147,97.177,0.09925,15,0.005,0.9435
2013-10-07,97.177,97.197,97.107,97.137,0.09825,15,0.005,0.9429
2013-10-08,97.127,97.187,97.117,97.137,0.0955,15,0.005,0.9424
2013-10-09,97.127,97.167,97.097,97.117,0.096,15,0.005,0.9445
2013-10-10,97.107,97.147,97.017,97.037,0.09575,15,0.005,0.9452
2013-10-11,97.037,97.107,97.007,97.057,0.09575,15,0.005,0.9468
2013-10-14,97.057,97.117,97.037,97.087,0.0925,15,0.005,0.9488
2013-10-15,97.087,97.097,96.987,96.997,0.092,15,0.005,0.9526
2013-10-16,96.987,97.047,96.937,96.987,0.0945,15,0.005,0.9551
2013-10-17,96.977,97.087,96.957,97.087,0.088,15,0.005,0.9636
2013-10-18,97.077,97.127,97.047,97.097,0.087,15,0.005,0.9677
2013-10-21,97.087,97.137,97.077,97.107,0.087,15,0.005,0.9653
2013-10-22,97.097,97.117,97.057,97.077,0.085,15,0.005,0.9708
2013-10-23,97.067,97.157,97.047,97.147,0.087,15,0.005,0.9623
2013-10-24,97.137,97.167,97.107,97.147,0.087,15,0.005,0.9623
2013-10-25,97.137,97.177,97.097,97.157,0.089,15,0.005,0.9584
2013-10-28,97.157,97.167,97.137,97.147,0.0855,15,0.005,0.9572
2013-10-29,97.137,97.207,97.127,97.187,0.085,15,0.005,0.9479
2013-10-30,97.197,97.237,97.187,97.227,0.084,15,0.005,0.9484
2013-10-31,97.227,97.247,97.127,97.157,0.0865,15,0.005,0.9456
2013-11-01,97.157,97.187,97.097,97.117,0.0855,15,0.005,0.9438
2013-11-04,97.117,97.127,96.987,97.027,0.088,15,0.005,0.951
2013-11-05,97.017,97.047,96.987,97.037,0.0875,15,0.005,0.9507
2013-11-06,97.027,97.037,96.967,96.997,0.0875,15,0.005,0.9527
2013-11-07,97.007,97.057,96.977,97.057,0.085,15,0.005,0.9455
2013-11-08,97.057,97.107,97.037,97.087,0.0835,15,0.005,0.9385
2013-11-11,97.087,97.107,96.977,97.027,0.086,15,0.005,0.9359
2013-11-12,97.027,97.037,96.957,96.987,0.0845,15,0.005,0.9302
2013-11-13,96.977,97.037,96.967,97.027,0.0825,15,0.005,0.936
2013-11-14,97.027,97.107,97.017,97.077,0.0805,15,0.005,0.9316
2013-11-15,97.067,97.127,97.067,97.097,0.0795,15,0.005,0.9368
2013-11-18,97.087,97.127,97.067,97.097,0.0795,15,0.005,0.9377
2013-11-19,97.097,97.127,97.067,97.077,0.0795,15,0.005,0.9434
2013-11-20,97.067,97.077,97.017,97.047,0.077,15,0.005,0.9334
2013-11-21,97.037,97.097,96.997,97.017,0.079,15,0.005,0.9234
2013-11-22,97.007,97.057,96.997,97.037,0.078,15,0.005,0.9183
2013-11-25,97.027,97.087,97.027,97.057,0.0795,15,0.005,0.9161
2013-11-26,97.057,97.107,97.037,97.097,0.079,15,0.005,0.9127
2013-11-27,97.087,97.137,97.087,97.127,0.079,15,0.005,0.9079
2013-11-28,97.127,97.137,97.057,97.077,0.077,15,0.005,0.9101
2013-11-29,97.077,97.107,97.067,97.107,0.0745,15,0.005,0.9108
2013-12-02,97.097,97.117,97.037,97.047,0.0715,15,0.005,0.9106
2013-12-03,97.047,97.057,97.007,97.027,0.071,15,0.005,0.9137
2013-12-04,97.027,97.097,97.007,97.077,0.072,15,0.005,0.9029
2013-12-05,97.077,97.087,97.017,97.047,0.0715,15,0.005,0.9063
2013-12-06,97.047,97.067,97.007,97.027,0.071,15,0.005,0.9102
2013-12-09,97.017,97.087,96.987,97.077,0.0695,15,0.005,0.9112
2013-12-10,97.072,97.082,97.047,97.067,0.06725,15,0.005,0.9151
2013-12-11,97.062,97.127,97.052,97.122,0.0675,15,0.005,0.9048
2013-12-12,97.122,97.177,97.097,97.157,0.067,15,0.005,0.8937
2013-12-13,97.157,97.167,97.112,97.162,0.06675,15,0.005,0.8964
2013-12-16,97.162,97.257,97.132,97.237,0.07,15,0.005,0.8948
2013-12-17,97.227,97.247,97.187,97.237,0.07,15,0.005,0.8899
2013-12-18,97.237,97.287,97.227,97.257,0.07,15,0.005,0.8861
2013-12-19,97.247,97.287,97.177,97.207,0.0705,15,0.005,0.8867
2013-12-20,97.197,97.217,97.157,97.197,0.0705,15,0.005,0.8923
2013-12-23,97.187,97.217,97.177,97.197,0.0695,15,0.005,0.8934
2013-12-24,97.187,97.217,97.177,97.207,0.068,15,0.005,0.8919
2013-12-27,97.157,97.187,97.147,97.157,0.0685,15,0.005,0.887
2013-12-30,97.147,97.187,97.127,97.167,0.0675,15,0.005,0.8904
2013-12-31,97.157,97.197,97.157,97.197,0.0675,15,0.005,0.8917
